fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
-0.267819,-1.931302,-1.622995,-0.582241,-1.264162,-0.127806,0.80066,0.18337,-0.159787,-1.356972,0.057447,Very Good
0.220677,-0.978723,-1.048941,-1.298562,-1.782374,0.367684,0.80066,-1.583774,-0.262096,-0.324941,-0.829205,Good
-0.902146,-1.873528,-0.890765,-1.440598,-0.438261,-1.065825,-0.373048,-0.240841,-1.009357,-1.018182,-1.068131,Good
-1.873559,-0.773251,-0.969492,1.272664,-1.158156,1.565698,0.80066,-0.503609,-0.819745,-1.758987,-0.179139,Very Good
-2.062814,0.068017,-0.482028,0.724765,0.739709,-0.036977,0.80066,0.0798,-0.094308,-0.762207,-0.957992,Good
0.88463,-0.042966,-0.130767,0.716595,-0.702065,1.229248,-0.796933,-0.68007,-1.140775,-0.842726,-0.834341,Good
0.834649,-0.701456,-0.820622,-0.483029,-0.940876,1.565698,-0.188895,-1.363833,-2.111539,-0.90834,-0.706475,Good
-0.191407,-1.731157,-0.73922,-1.440598,-1.873049,-1.227117,0.80066,0.075402,-1.819467,-1.407063,-0.39739,Very Good
-0.634551,-0.432218,-0.740364,2.07401,-0.86932,-0.265849,0.80066,-0.775481,-1.60441,-0.787892,0.403774,Good
-1.708577,0.226773,-0.475614,0.244964,-0.130298,1.565698,-1.197191,0.575511,-1.127736,-0.557252,0.230239,Good
0.25223,-1.389007,-0.614357,-0.08625,-0.530526,-0.410611,0.80066,-0.7213,-0.076148,-1.199916,-1.121278,Very Good
-1.345597,0.415172,-1.102505,-0.571562,1.324844,1.565698,-0.961021,-0.818496,-1.722109,-1.14797,0.564294,Good
-0.769031,-0.302926,-1.48962,-1.440598,-1.362932,-0.935706,0.80066,-0.221432,0.170813,-0.671766,0.361175,Good
-0.862605,-0.662703,-0.3973,1.065562,-0.567529,-0.543477,0.80066,0.338972,0.249779,-0.719153,0.460418,Good
-0.482352,-0.079214,-0.790057,-1.229207,-1.007526,1.565698,-1.574754,-0.420533,-0.927199,-1.345486,0.421135,Good
-0.849309,0.282465,-1.200367,0.365567,-0.510979,-0.553027,-0.678126,-1.00654,1.044086,-0.892859,-0.886951,Good
0.337179,1.573535,1.770497,0.93163,1.866465,1.565698,-0.235112,-0.26334,0.955525,1.894456,0.251582,Very Bad
-0.670237,-0.694429,-0.954955,0.229375,-0.005062,-0.516285,0.80066,-0.776197,0.765526,-0.60262,-0.551692,Good
0.367956,-1.335357,-1.178035,0.277496,-1.35578,1.565698,-1.078399,0.06414,-0.491102,-0.494357,0.44975,Good
0.785903,-0.739282,-0.409983,1.232711,0.030651,-1.194531,0.80066,-1.198307,-0.699806,-1.015223,-1.217858,Good
0.41547,0.328371,0.679487,-0.736912,-0.490862,-0.661631,-2.094761,1.458632,-0.968063,1.255543,-0.168992,Very Bad
0.677775,0.151635,0.5185,0.263104,-1.028831,0.799197,-0.101064,0.523464,0.074807,0.642395,-0.83491,Bad
1.997837,-0.911081,-1.655367,-0.443414,-1.197148,0.159864,-2.264448,-0.447372,-0.534409,-1.198985,-1.68815,Very Good
-0.894439,0.571361,1.533753,-1.440598,1.482242,1.305991,0.08353,-0.638848,2.12872,1.610826,0.207329,Very Bad
-1.396763,-0.159678,-1.20026,0.098234,-0.073051,-1.241703,0.724084,-1.471066,-1.855436,-0.861017,-0.511982,Good
0.688727,-0.623476,-0.036324,1.314796,1.34943,1.565698,0.80066,-0.314867,-0.774619,0.112994,-0.68912,Fair
2.043565,-0.771811,-1.548006,1.375015,-0.414112,1.288739,-1.71311,0.819538,-1.206509,-0.784039,0.019013,Good
-0.666672,-1.176138,-1.046311,1.784001,-0.979744,-1.479099,0.80066,-1.507554,-0.615931,-1.550402,-0.931518,Very Good
1.834606,-0.923444,-0.174803,-1.440598,0.83946,-0.309769,0.80066,-0.089791,0.29369,-0.260309,-1.556764,Fair
-0.139083,-1.159854,-0.054278,1.542925,-0.588188,-0.528405,0.80066,1.003942,-0.329338,-1.033326,-0.484664,Good
-0.348034,0.337709,0.939712,0.274857,1.356869,-0.651472,-0.27322,1.278529,1.260787,0.971483,0.746566,Very Bad
-1.415896,-0.448207,-1.207549,1.559987,-0.537573,-0.49594,0.80066,-0.377314,-1.376888,-1.216948,0.722127,Very Good
0.592072,-0.34371,-0.049427,-0.70145,-1.146475,0.564089,0.80066,-0.929301,-0.777965,0.021596,-0.141647,Good
-0.634162,1.169108,1.035296,-0.497069,1.286064,-0.122003,0.228977,1.807356,1.990824,1.363816,-0.623853,Very Bad
0.274231,0.760681,0.114496,-1.440598,1.548716,-0.346557,-1.470921,0.912005,-0.69604,0.161395,0.175561,Fair
1.912055,0.91891,1.663087,0.862105,1.561253,-0.839461,0.80066,1.316393,1.25568,1.587713,0.884815,Very Bad
-0.410298,-0.824502,-0.842056,0.380906,-0.897152,-0.434643,0.640185,-0.549555,-0.947847,-0.558003,-0.074357,Good
1.143174,-1.018106,-1.09833,-1.339648,0.862046,0.81846,-1.135059,-0.087758,0.320589,-0.560744,1.532919,Good
-1.277942,-0.329633,0.137669,-1.440598,0.581796,1.565698,0.106273,-1.127872,0.266946,-0.652633,-0.349712,Fair
-0.240273,0.724834,1.06924,0.629153,1.299853,-0.586013,-1.263088,1.738017,0.78699,0.994952,0.619288,Very Bad
-1.751772,-0.79632,-0.872928,0.491248,-0.596658,-1.186295,0.80066,-1.071249,-0.6032,-0.571413,-0.124406,Good
-0.207854,-0.526858,-0.848571,-1.274777,0.043278,1.565698,0.80066,-0.673922,-1.385588,-0.194187,1.082596,Good
0.587084,-1.065436,-0.99555,-1.383629,-0.828954,0.911718,-2.107717,-0.044662,-0.188695,-1.775939,-0.255147,Very Good
-0.073929,-0.95434,-0.124967,0.524728,-0.674545,-0.84142,0.80066,0.283773,0.1903,-1.014809,-0.966649,Good
0.926385,-0.945431,-0.571152,1.750388,-0.842992,-0.739669,0.480983,-2.087485,-1.256357,-0.541179,-0.282599,Very Good
-0.988678,-0.204202,-0.899039,-0.758728,0.193852,-1.104744,-1.516139,-1.141728,-1.185517,-0.576839,1.207779,Good
0.462601,1.056194,1.052989,-0.804443,1.917485,-0.759473,0.80066,1.441215,1.247219,1.437215,0.216952,Very Bad
-0.525068,-0.448365,0.267615,0.234461,0.017879,-1.287198,-0.4779,-1.199948,-0.567562,0.153808,-0.718901,Fair
0.576083,0.735503,0.926208,0.713283,-0.552586,-0.073238,0.80066,1.460289,0.089618,0.980549,0.523337,Bad
0.460473,0.092496,0.085193,-0.388555,0.401008,-1.073718,0.80066,0.59927,1.023009,0.479148,0.407748,Bad
0.61266,-0.571101,-1.287823,2.030284,-0.996058,1.565698,0.80066,0.496352,0.05541,-0.752694,0.551625,Good
-0.960163,-0.058081,0.380927,0.924452,-0.303611,-0.393046,-1.935148,-0.506114,0.187548,0.295729,-0.272575,Fair
-1.299236,-1.064562,-0.395257,-0.616758,-0.34529,-1.489615,0.80066,-0.948671,1.704047,-0.524211,-0.241571,Good
-0.46128,-0.155447,0.870531,-1.440598,-0.055728,-0.314803,0.258725,1.232084,0.947605,0.732379,1.598394,Bad
0.163516,1.208441,1.301026,1.636731,-0.06875,1.352211,0.80066,0.77069,0.856869,1.057539,0.900065,Very Bad
0.099752,-0.324345,0.433832,1.211011,0.472288,0.565825,0.444942,-0.858601,0.112374,0.108926,-0.409954,Fair
0.754374,-0.328617,0.888412,-0.281005,0.189769,0.491767,0.80066,0.869477,0.620439,0.49663,0.814976,Bad
-0.909674,-0.071504,-0.87137,0.153638,-0.422303,1.565698,-0.612111,-1.584365,0.027057,-0.582527,-0.923563,Good
-1.81936,-1.228739,-0.678063,-0.363952,0.058773,0.600602,0.80066,0.513542,-0.683987,-0.54146,-0.029731,Good
2.152282,-0.249456,-0.888647,0.316142,-0.854289,0.696493,0.80066,-0.370445,1.451689,-0.472297,-0.753583,Good
-1.224487,-1.635289,-1.001977,-1.259655,-0.948006,0.422883,-1.017899,-1.590293,-1.143548,-1.328294,-1.007637,Very Good
0.755371,-0.742576,-0.235813,-1.351883,0.647102,-0.740531,0.80066,0.311178,-0.666444,-0.679679,-0.841537,Good
-0.199215,-0.70458,-1.064725,0.758562,-0.543244,0.249042,0.80066,0.320176,-0.307001,-0.567178,-0.748022,Good
0.38096,1.102142,0.513475,1.196412,1.840147,-0.146323,-1.573728,0.48004,-0.289439,0.849134,1.056001,Bad
-0.219999,-0.584472,-0.530181,-0.653112,-0.43799,-0.952558,0.80066,1.096644,-1.74027,-0.75129,-0.386539,Good
-0.490242,-0.350184,-0.923005,-1.000057,-0.763256,-0.255133,0.214304,1.066068,-0.462058,-0.803272,0.384888,Good
0.114208,-1.161401,-1.791307,1.015134,-0.318235,-0.040147,0.80066,-0.74031,-0.158121,-1.49423,-2.7325,Very Good
-0.785819,-0.885532,-2.033426,-0.954693,-1.085059,-0.60349,0.622571,-0.239329,0.528375,-1.200007,-1.214194,Very Good
0.93797,-0.487216,-0.656592,-0.168557,0.111443,1.123675,0.80066,0.432416,-1.497196,-0.308144,-1.007054,Good
0.876498,0.9194,1.31831,-0.037937,1.368156,-0.421381,0.80066,0.196844,1.311133,1.000904,0.706074,Very Bad
0.356398,-1.244863,-1.204783,-1.440598,-1.043126,-0.488379,0.80066,-0.773419,-0.431772,-1.655115,-1.573903,Very Good
-1.085812,-1.677316,-0.492386,-0.095426,0.082814,-1.242819,0.80066,-1.433623,-0.566812,-1.426373,-2.107034,Very Good
0.083749,1.267322,1.509094,0.069114,0.538178,-1.018178,0.80066,0.40542,1.075876,1.844162,1.341893,Very Bad
-1.371375,-0.211705,0.190983,0.139995,-1.767584,-0.610205,0.80066,-0.409659,0.034907,-0.551022,-0.864512,Good
-0.581382,-0.583353,-0.88722,-0.017215,-0.018396,-1.538476,0.80066,-0.342106,-0.462005,-0.583281,-0.068845,Good
-0.853813,0.247572,0.923386,2.266558,0.543029,1.565698,-0.248726,-1.124586,-0.226671,-0.019972,-0.774829,Fair
1.322169,-1.185027,-0.730899,1.106875,0.282058,-0.34502,0.80066,-0.25288,-1.74037,-0.49234,-1.750107,Good
-0.051767,-0.006791,0.265238,0.10697,-0.8045,-0.896271,-1.416631,-0.183384,0.180826,0.295973,0.172946,Fair
-0.019407,-2.0092,-1.681179,-0.137176,-1.317842,-1.424451,0.80066,0.007196,-1.027501,-1.324534,-0.304868,Very Good
-0.094832,0.689994,-0.701018,1.875343,-0.420254,1.552559,-1.945702,0.802163,-0.43031,0.198734,-0.186729,Fair
0.373762,0.656569,1.256942,0.856719,1.087509,-0.684986,0.80066,-0.105135,1.97908,0.824799,-0.477075,Bad
2.285956,1.072574,0.789861,-1.322394,0.857456,1.565698,0.80066,1.392593,0.588493,1.026182,1.255664,Bad
-0.412391,-1.123648,-0.495363,0.891727,-0.180158,-0.261723,-1.212279,-0.115722,-1.688446,-0.77678,-0.511573,Good
-0.733907,0.392403,0.653467,1.289145,0.77107,0.151478,-1.993738,0.341815,0.618145,1.121589,-0.428403,Bad
0.538538,0.103945,0.576205,1.632914,-0.826454,1.565698,0.80066,-0.341995,-0.399974,0.138441,-1.073134,Fair
-2.062814,0.175374,0.018441,-0.478218,1.005781,0.133957,-1.48239,-0.802697,1.377626,-0.089737,-0.508514,Fair
0.223735,-0.206711,0.500208,-0.628796,0.503745,-0.924343,0.80066,-0.844725,-1.104071,-0.033011,-0.443859,Fair
-0.048726,1.029252,0.877039,-0.916735,2.524563,0.07238,0.80066,-0.269908,1.544913,1.274145,1.560185,Very Bad
-1.048847,-0.548336,-0.262194,0.301422,0.124358,-0.915121,-0.628737,0.029612,-0.25833,-0.420951,0.216972,Fair
0.379759,-1.550811,0.074868,0.771787,-0.064112,-1.160938,0.80066,-1.918388,0.456615,-1.130105,-0.640973,Good
0.025212,-0.185492,-0.988616,-0.745575,-0.112057,-0.63499,0.80066,-1.084973,-0.772477,-0.779472,-1.106135,Good
-1.583766,0.830368,1.113328,0.086172,0.305881,1.565698,-0.385297,1.457446,2.389348,0.919289,1.674047,Very Bad
-0.732292,-0.791642,-0.656849,-1.440598,0.779346,-1.103057,-1.566356,1.029559,0.283727,0.947596,0.712115,Fair
-2.062814,-0.11797,-0.465168,1.588487,0.010687,1.565698,0.80066,-0.80884,-1.722923,0.530979,0.734332,Fair
0.702658,1.820482,1.637005,-1.440598,0.753678,0.663414,0.80066,1.401253,1.650793,1.411718,0.811066,Very Bad
0.500223,0.620439,0.165381,0.397399,0.27685,-0.383018,0.80066,0.278998,0.589395,0.81917,0.763124,Bad
-0.661283,0.506939,0.993841,0.329461,0.558418,0.044383,0.80066,0.129081,1.85301,0.600216,-1.654665,Bad
0.588508,-0.503034,-0.454963,-0.037114,-0.533665,1.565698,0.80066,0.121771,0.476983,0.352482,0.313973,Fair
-1.376453,-0.415618,-0.379661,-0.135719,-0.021845,-1.593408,0.313623,-0.446672,-0.680503,0.555077,1.440567,Fair
-0.719236,1.625867,1.236807,-1.094823,0.928338,-0.777342,-0.803028,0.919583,-0.216337,1.095073,0.273326,Very Bad
0.226635,-0.388904,-0.303556,-0.478436,-0.480014,1.565698,-1.304467,-0.439579,-0.381851,-1.478734,-1.205755,Good
-0.734151,-0.610382,0.028589,0.875285,0.382007,-1.438308,-1.257634,0.803085,0.747779,0.385781,0.004815,Fair
-0.062143,0.240109,-0.549237,1.265906,-0.468521,-1.227362,0.80066,0.479127,-0.614354,-0.682277,-1.035896,Good
-0.393621,1.533668,0.732673,-0.331472,0.539567,-1.075273,-0.791921,0.564182,-0.764663,0.421508,0.095088,Very Bad
-0.633451,-0.18871,-0.335545,-1.440598,-0.85417,0.695342,0.80066,-0.682043,-0.310694,-1.03574,-0.011401,Good
-0.500674,1.057068,0.086653,-0.929751,0.198735,-0.945118,0.357739,0.571989,-0.842019,-0.075455,0.630671,Fair
-0.874661,-0.012193,-0.841247,1.988943,-0.506562,0.559556,0.80066,-0.122667,0.822538,-0.232349,0.00078,Fair
0.303255,0.399833,-0.088381,-0.939563,-0.606585,1.565698,-0.830002,0.487937,-1.022257,0.114976,-0.814271,Fair
-0.704688,0.956487,-0.037183,-0.175965,-0.548536,-0.507256,-1.18643,0.646955,0.176227,0.192174,-0.535149,Fair
0.208083,-0.944395,-0.492822,1.398151,0.061182,-0.271102,-0.254749,0.717751,-0.608111,-0.351363,0.24046,Fair
-1.066568,-0.684943,-1.542899,-0.830508,-0.173993,1.474272,0.80066,-0.911531,-0.479803,-1.435589,-0.254412,Very Good
-1.445708,0.106647,-0.193828,-0.209399,0.161611,-0.372934,0.80066,-0.803284,1.061597,-0.248267,-0.192935,Fair
0.762248,-1.584985,-1.518896,0.614862,-0.376994,1.145327,-2.187261,-1.091872,-0.927262,-1.448826,-1.602916,Very Good
0.505017,-0.08166,0.608883,1.841266,-0.119518,-1.202943,0.80066,-0.349148,-0.275163,-0.232356,0.445623,Fair
2.285956,-0.535103,0.125733,-0.826436,0.177061,-0.207098,0.80066,0.541653,-0.121905,0.133772,1.340232,Fair
-1.335884,-1.659432,-1.06364,1.252861,0.291161,-1.414,0.80066,0.079331,-1.347507,-1.708102,0.027319,Very Good
-0.050271,-0.094112,0.09944,-0.396719,0.508839,-0.850554,0.80066,1.081624,-0.207151,0.076047,1.466288,Fair
0.020978,-0.060278,-0.575235,-1.062228,0.516451,-1.185878,0.80066,0.613659,-1.454631,-0.456002,-0.688116,Fair
1.076779,0.057392,-0.506596,0.145668,-0.073035,0.620558,-0.990021,-0.640644,0.049346,0.252632,0.881164,Fair
-0.437866,0.401533,-0.167975,-1.368097,0.023372,-0.21068,0.397386,0.978039,-0.008092,0.641848,1.085496,Fair
-0.992389,0.475453,1.477107,0.464078,0.704761,-1.162659,-1.132528,0.783667,0.641448,0.686973,0.14742,Bad
1.433711,1.673051,1.821323,3.449312,0.763391,-1.022119,-2.178585,0.410937,0.357949,1.19283,0.120865,Very Bad
-0.312503,-0.665532,-0.201426,1.088757,-1.711635,0.093309,-1.463654,0.608084,0.186222,-0.168069,-0.746979,Fair
1.030427,0.288592,0.386629,-0.144484,-0.037227,1.565698,0.552189,-0.168992,-0.172372,-0.203536,-0.040112,Fair
0.956652,0.042389,0.39719,1.094253,0.549222,1.565698,-2.018477,-1.340895,0.159013,0.431731,-1.092873,Fair
0.196033,1.528102,1.494394,-0.984365,1.255227,-1.517068,0.017924,0.292449,-0.026869,1.348388,2.262129,Very Bad
-0.116301,0.772289,-0.28614,-0.93553,-0.45985,-1.043339,-2.141942,-0.044197,-1.228363,0.232516,-1.169833,Fair
-0.380382,-0.079104,-0.531108,-0.109604,-0.308282,0.937622,0.798711,-0.09373,1.305089,-0.155104,0.541378,Fair
-0.164589,-0.738452,-0.707668,-0.103636,-1.874661,0.904555,0.80066,-1.216801,-0.929591,-0.659402,-2.341273,Good
0.793881,-0.464209,-1.19073,-1.440598,-0.558581,-0.857037,0.80066,0.030106,-0.563665,-0.593329,0.946514,Good
-0.938732,-0.531309,-0.859662,-0.349857,-1.264501,0.009076,0.80066,-0.128018,-1.194438,-0.380451,0.167943,Good
0.178191,0.585322,-0.279285,-0.242093,-0.390629,1.565698,0.80066,-0.989238,-0.690483,-0.24424,-1.148284,Fair
-0.707378,0.800847,1.605541,1.727261,0.137564,0.359142,-1.51018,2.791,2.405408,1.91919,1.292002,Very Bad
-0.938698,0.387072,0.389906,-1.440598,-0.788613,-0.64422,-0.66561,-0.836155,-0.135922,-0.104249,-0.265011,Fair
0.009556,0.316658,-0.667945,-1.440598,-0.663222,-0.629236,-2.110275,-0.305918,-0.4867,0.125754,-0.098408,Fair
-1.973175,-0.203328,-0.839134,-0.082182,-0.112913,-1.041655,0.80066,-0.221802,-0.46258,-0.733285,0.164224,Good
2.257902,0.956026,-0.051758,1.192556,-0.311749,1.565698,-1.300939,-0.313457,-0.716652,-0.349797,-0.780959,Fair
-1.235456,-0.066967,0.380588,0.59798,-0.846182,0.402966,0.80066,1.014088,0.3142,0.470487,0.035934,Fair
-0.158101,-0.428197,-0.248918,0.242574,0.30328,0.881902,0.71089,-0.116853,-0.083451,-0.565031,-1.516852,Fair
1.262831,0.973302,0.291025,-0.432581,0.568348,-0.598608,-2.260089,-0.13747,0.528075,0.747989,0.448276,Bad
-0.787411,-0.62186,0.422805,0.690287,-1.823884,-0.139302,-0.519675,0.44321,-0.730643,0.26107,-1.556035,Fair
-2.062814,1.280864,1.214222,1.065923,1.743266,-0.126461,0.80066,-1.030529,0.998081,1.446414,1.928667,Very Bad
-0.847819,-1.191039,-1.708801,-0.586933,-0.926687,0.369547,-0.20427,-0.600536,-0.548696,-1.864846,-1.996764,Very Good
-1.120954,0.210412,-0.289821,-1.246081,0.262944,-0.470218,-1.853564,0.404396,-0.375471,-0.883939,-0.026261,Good
-2.062814,-0.74011,-0.653671,-1.045048,-0.691654,0.770837,-1.487759,-2.079133,-0.895593,-0.409338,0.418269,Good
0.538574,0.597421,-0.287481,0.939979,1.581691,-0.00318,0.80066,0.218691,0.446752,0.239656,2.105835,Bad
0.207631,-1.175222,0.139695,-1.440598,-0.490863,-1.547112,-1.613876,-1.137538,0.526039,-0.650159,1.353733,Fair
1.196206,0.56955,1.009519,1.859819,-1.497742,-1.010066,-0.869344,0.508458,0.917532,0.696201,1.532085,Bad
-1.001794,-0.017676,0.360806,-0.435674,-0.387239,-1.493173,0.80066,2.050057,1.482868,0.479709,0.596784,Bad
-1.623335,0.865811,0.350397,0.302388,0.509737,-0.038994,0.80066,0.163905,-0.755947,0.169681,0.78483,Fair
-0.46133,0.641971,0.635238,0.52621,0.036682,-0.58747,0.245142,-0.154413,-1.220545,0.250098,0.161351,Fair
0.037642,-0.41648,0.499232,-0.865458,0.119354,0.047053,0.80066,-1.951262,1.497069,0.425647,0.283332,Fair
1.211999,1.219269,2.00158,-0.303845,-0.124242,1.361817,0.80066,0.211272,0.482165,1.40031,0.392539,Very Bad
1.438639,-0.221639,-0.554136,-0.002318,-0.234138,-0.608541,-0.2205,-0.567803,-0.686678,-0.200065,0.877822,Good
1.328721,-0.343362,-0.495733,-1.090735,-0.021939,-0.32509,-0.109382,0.062088,0.296288,0.125331,-0.737719,Fair
0.391713,0.32264,-0.304392,-1.1553,0.034025,-1.509556,-1.660708,0.245803,-0.322489,0.071475,-0.723188,Fair
0.57742,-0.649105,-0.955736,-1.172431,-0.280989,-0.207294,-1.190475,0.046397,-0.76704,-0.99355,-0.168824,Good
-0.497486,0.695721,0.207432,1.32607,0.689146,-1.248041,0.80066,-0.130951,1.252355,0.90979,-0.931719,Bad
0.178321,0.013741,-0.374204,0.422785,-0.232579,1.565698,0.80066,0.032639,0.400515,-0.013412,0.090989,Fair
-1.517378,-0.103771,-0.6534,-0.899778,-1.358898,0.125408,0.300051,-0.835485,-0.150872,-0.25384,0.91428,Good
0.188757,0.474459,0.126121,0.809922,0.745749,-0.286276,0.80066,-0.634968,-0.97875,-0.449103,0.379125,Fair
0.016582,-0.213669,-0.159275,-0.84146,1.169869,1.565698,0.80066,-0.607412,-0.324074,-0.056129,-0.006436,Fair
1.729444,0.513307,-0.080803,-1.440598,1.254927,-0.491421,0.80066,0.386413,-0.784892,-0.237738,-0.701993,Fair
-0.332584,0.124275,0.289155,0.734197,0.380287,0.661515,0.789282,-1.788398,-1.225763,0.034657,-1.177716,Fair
0.175266,-0.086547,0.225746,1.676377,-1.405226,0.507759,-1.82428,-1.283517,-0.25967,0.549263,0.532559,Fair
0.096788,-0.19387,-0.143828,0.554117,-1.178715,0.261863,-1.889687,2.215655,0.080737,-0.115176,-0.077349,Fair
-0.689691,-0.002283,-1.499479,-1.440598,-1.682684,-0.450251,0.80066,-1.436133,-1.54928,-0.737193,-0.324347,Very Good
-0.713336,-0.11171,0.62546,-0.16774,0.166194,0.588028,0.80066,1.024721,0.196894,0.056057,-1.661708,Fair
1.555953,1.044101,0.093945,-0.278466,0.723965,-0.613398,0.80066,0.464666,0.30339,1.193248,0.885921,Bad
-0.932445,-0.575865,-0.089847,0.324465,-0.071287,-0.149794,0.80066,-0.385311,-0.171504,0.351766,1.525406,Fair
-1.286879,0.059184,0.296088,-1.042365,-0.79513,-0.910818,0.80066,0.463478,-1.765671,-0.069294,0.84672,Fair
0.907655,1.575456,1.043762,-0.227873,2.125012,-0.000906,-1.782318,1.04514,1.3614,1.558935,1.122554,Very Bad
1.502897,1.129201,1.26334,-1.440598,1.439234,0.394291,0.615231,0.357422,0.332737,0.67684,-0.413217,Bad
-0.651689,-0.994378,-0.889572,0.117543,-1.456517,-0.869111,0.80066,-0.518763,-1.824142,-0.311368,-0.082503,Good
-0.448942,-0.0496,-0.413021,-1.440598,-1.178744,0.273475,0.566869,0.279807,1.081555,-0.030935,0.193015,Fair
0.267541,0.030815,0.45684,0.318863,-0.069358,-1.27653,0.80066,-0.486712,-0.322698,0.066902,-0.50176,Fair
-0.672599,1.060379,0.410594,-0.888803,0.46429,1.565698,0.80066,-0.315884,-0.314589,0.207843,-0.444267,Fair
-0.85568,-0.106906,0.154524,-1.440598,0.296637,0.419999,0.80066,-0.665299,-1.216096,0.145222,1.706821,Fair
0.927109,-1.389382,-0.247299,0.809497,0.24388,-0.349652,0.80066,-0.826106,0.276926,0.221333,-0.63892,Fair
0.21799,-1.227803,-1.285146,0.273849,-1.280369,1.565698,-0.415544,0.322274,-1.201063,-1.093829,-0.976301,Very Good
1.487625,0.704526,-0.457654,1.340138,-0.012109,-1.54664,-0.238518,-0.616185,-0.172947,-0.043374,0.57918,Fair
-1.218077,-0.754437,0.146411,-1.440598,0.617812,1.565698,-0.053287,0.695607,-0.252259,0.182723,1.750741,Fair
-0.687174,-0.12741,-0.66057,-0.756306,-0.006883,-0.659465,0.80066,-0.745706,-0.241006,-0.846267,-0.493671,Good
0.251994,-0.415637,-0.360264,0.108763,0.434061,1.565698,-2.185867,0.37375,0.995979,0.278215,-1.384668,Fair
-0.88223,-0.553998,-0.328702,0.593617,-1.08569,-0.889038,-0.041508,-0.002044,0.451432,-0.025591,-1.652022,Fair
0.600613,0.367528,-0.616173,-1.440598,1.27378,-0.545691,0.80066,-1.23079,-0.084064,0.177392,1.804104,Fair
1.290417,-0.712797,-0.874049,0.465597,-1.189481,1.329787,-1.022592,0.026219,-0.268049,-0.128663,-1.292468,Fair
-0.766504,-1.491044,-1.929072,-1.057785,-0.855085,-1.144034,0.80066,-0.567501,-0.872149,-1.010785,-0.799017,Very Good
0.257559,1.770169,0.671629,-1.440598,0.971584,1.005074,-1.469228,0.329571,1.025204,1.385867,-0.309149,Very Bad
1.554776,-0.350298,-0.665401,-0.932708,-0.139215,-0.882285,0.80066,1.627579,0.857987,0.063277,-0.709266,Fair
1.905127,-0.47259,0.272105,0.5,0.739106,-1.338963,0.80066,0.582329,-0.464917,0.219213,-0.349864,Fair
0.917655,2.020442,0.070009,-1.440598,-0.18,1.565698,0.80066,1.053135,-0.016019,0.917181,-0.955288,Bad
0.571717,0.484743,0.069676,0.625503,-0.287951,-0.587922,-1.542317,0.65125,1.071016,0.033012,0.833901,Fair
-1.040931,-2.130963,-1.353541,0.019863,-1.772834,0.069482,0.63593,-2.600534,-0.843915,-1.529509,-0.477059,Very Good
0.173407,0.168833,0.368716,-0.542554,0.050448,1.470403,-1.68417,0.023147,0.284482,-0.298529,-0.66916,Good
0.398353,-0.504589,0.328779,-1.440598,0.17379,-0.099386,0.80066,1.583781,0.650025,-0.433637,-0.599553,Fair
-0.142068,-0.059481,0.078171,-1.440598,0.345999,-1.580208,0.80066,0.528461,0.60941,-0.060264,0.924158,Fair
-0.730799,0.099586,0.214332,-0.565858,0.774462,1.330745,-1.718772,-0.182006,0.561678,-0.332685,0.125187,Fair
-0.953445,1.116249,1.389454,-1.246952,2.271372,-0.327495,0.80066,0.213431,1.090205,2.021619,2.570081,Very Bad
-1.651633,-0.252614,0.100087,-0.282117,1.300337,-0.215415,0.75176,-0.830014,-0.184761,-0.043789,-0.099876,Fair
-1.942244,0.348512,-0.011037,0.941462,0.03007,-0.547803,-1.761053,-0.933524,-0.23921,0.108293,0.698047,Fair
1.012502,1.140759,0.420796,-0.19341,1.112295,-0.122101,-1.646784,0.719042,1.673006,1.447886,0.074432,Very Bad
0.079355,-0.937449,-1.665432,-0.498941,-1.399932,0.116536,0.689314,-1.709001,0.177969,-1.259224,-1.177924,Very Good
-0.391417,0.830786,-0.496054,-0.390604,0.389511,-0.97078,-0.280804,-0.086981,-1.198503,0.439831,0.884259,Fair
-0.00737,0.528387,1.208684,1.319753,1.890693,1.200783,-2.223673,1.141016,1.204517,1.299736,1.843545,Very Bad
0.542623,0.820056,0.539785,1.523657,-0.07262,0.281603,-1.28968,-0.698875,-0.100664,1.178219,2.157524,Bad
0.166816,0.652035,1.040113,0.398246,0.944379,-0.349852,-0.190132,-0.027952,1.09026,0.902548,0.800343,Bad
-1.195464,-0.344607,0.225535,0.108291,0.830235,-1.058192,-0.774658,-0.401479,1.091502,0.632149,0.907402,Fair
0.903814,-0.239712,-0.531132,0.296464,-0.89051,1.565698,-1.12393,-0.420029,-0.129208,0.080606,0.552479,Fair
0.184132,-0.183354,-0.861814,1.420947,0.191163,0.053849,0.80066,0.032528,-0.771973,-0.022648,-0.060524,Fair
0.227469,-0.028494,-0.25542,0.38091,0.032154,0.705683,0.80066,0.084989,-1.550406,-0.301122,-1.29329,Fair
1.241686,1.471539,0.925879,1.729574,1.001381,-0.990628,0.80066,0.691262,0.292561,1.966408,0.612982,Very Bad
-1.108723,-0.648419,-1.742401,-0.662915,-1.269769,0.487451,-2.037955,-1.447566,-1.156086,-1.015172,-1.852489,Very Good
1.244775,-0.694132,0.603688,-1.440598,-1.380103,0.534745,-1.87134,-0.01504,0.410827,0.594458,0.66984,Fair
